Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Percentage_Diff,Quarterly Period
28A MAYFAIR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2.0,294.0,150.0,1990.0,650.0,2023-05-19,7.0,False,940000,6.329113924050633,2023Q2
27 NICHOLAS DRIVE ,"LINWOOD, CHRISTCHURCH",8062,3,1,1.0,685.0,120.0,1960.0,550.0,2023-05-19,7.0,False,670000,-7.172995780590717,2023Q2
1/41 HARKER STREET,"SPREYDON, CHRISTCHURCH",8024,2,1,1.0,508.0,109.0,1990.0,480.0,2023-05-19,8.0,False,470000,0.0,2023Q2
12 THORESBY MEWS ,"AVONHEAD, CHRISTCHURCH",8042,4,2,2.0,631.0,240.0,1990.0,750.0,2023-05-20,7.0,False,970000,12.781954887218044,2023Q2
202 CENTAURUS ROAD ,"SAINT MARTINS, CHRISTCHURCH",8022,3,1,1.0,612.0,110.0,1950.0,620.0,2023-05-20,7.0,False,760000,0.0,2023Q2
23 WAIPARA STREET ,"CRACROFT, CHRISTCHURCH",8025,3,1,2.0,615.0,102.0,1960.0,495.0,2023-05-20,7.0,False,650000,-5.982905982905983,2023Q2
5B MASSEY CRESCENT,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,120.0,1980.0,490.0,2023-05-20,7.0,False,770000,-1.0101010101010102,2023Q2
18 NAYLAND STREET,"SUMNER, CHRISTCHURCH",8081,2,1,2.0,298.0,103.0,1960.0,550.0,2023-05-20,22.0,False,920000,-1.0101010101010102,2023Q2
27 GLENTURRET DRIVE ,"CASEBROOK, CHRISTCHURCH",8051,4,2,2.0,556.0,204.0,2023.0,850.0,2023-05-20,7.0,False,1080000,7.913669064748201,2023Q2
5/158 STANMORE ROAD ,"LINWOOD, CHRISTCHURCH",8011,3,2,1.0,508.0,120.0,1975.0,500.0,2023-05-20,7.0,False,510000,-14.529914529914532,2023Q2
2/16 MILTON STREET,"SOMERFIELD, CHRISTCHURCH",8024,2,1,1.0,508.0,108.0,1980.0,530.0,2023-05-20,17.0,False,490000,7.07070707070707,2023Q2
2/101 BROUGHAM STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1.0,508.0,90.0,1975.0,450.0,2023-05-20,7.0,False,420000,7.07070707070707,2023Q2
3/31 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,120.0,1995.0,440.0,2023-05-20,7.0,False,520000,-9.090909090909092,2023Q2
5 WITHELLS ROAD ,"AVONHEAD, CHRISTCHURCH",8042,3,1,2.0,814.0,120.0,1960.0,580.0,2023-05-20,7.0,False,710000,-11.504424778761061,2023Q2
3/12 CENTAURUS ROAD ,"CASHMERE, CHRISTCHURCH",8022,3,1,2.0,508.0,130.0,1990.0,615.0,2023-05-20,7.0,False,670000,-2.928870292887029,2023Q2
6 LOCHMORE STREET ,"BISHOPDALE, CHRISTCHURCH",8051,3,1,1.0,610.0,140.0,1980.0,570.0,2023-05-20,7.0,False,680000,-2.928870292887029,2023Q2
33 BRYNDWR ROAD ,"FENDALTON, CHRISTCHURCH",8052,5,1,2.0,809.0,320.0,2000.0,950.0,2023-05-20,7.0,False,1800000,0.0,2023Q2
4 PAEROA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2.0,733.0,92.0,1940.0,550.0,2023-05-20,7.0,False,630000,-0.8695652173913043,2023Q2
32 KARNAK CRESCENT ,"RUSSLEY, CHRISTCHURCH",8042,4,1,2.0,568.0,132.0,1980.0,680.0,2023-05-20,13.0,False,730000,9.48905109489051,2023Q2
65 COBRA STREET ,"HALSWELL, CHRISTCHURCH",8025,3,1,1.0,508.0,115.0,1960.0,620.0,2023-05-20,30.0,False,620000,-0.8695652173913043,2023Q2
12 BROMLEY ROAD ,"BROMLEY, CHRISTCHURCH",8062,3,1,1.0,571.0,84.0,1970.0,550.0,2023-05-20,7.0,False,480000,-1.7857142857142856,2023Q2
111A LANGDONS ROAD ,"PAPANUI, CHRISTCHURCH",8053,4,1,1.0,408.0,93.0,1990.0,500.0,2023-05-21,7.0,False,430000,-0.7299270072992701,2023Q2
9/317 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1.0,131.0,110.0,2023.0,550.0,2023-05-21,8.0,False,680000,-9.090909090909092,2023Q2
5 BEACHVILLE ROAD ,"REDCLIFFS, CHRISTCHURCH",8081,3,2,1.0,513.0,100.0,1940.0,600.0,2023-05-21,7.0,False,910000,4.3478260869565215,2023Q2
92 SULLIVAN AVENUE ,"WOOLSTON, CHRISTCHURCH",8023,3,1,1.0,325.0,128.0,1910.0,475.0,2023-05-22,22.0,False,560000,-1.7857142857142856,2023Q2
5 ACHILLES STREET ,"BURWOOD, CHRISTCHURCH",8061,3,1,2.0,759.0,180.0,2023.0,550.0,2023-05-22,8.0,False,950000,-1.7857142857142856,2023Q2
29 EVEREST STREET ,"BURNSIDE, CHRISTCHURCH",8053,4,2,1.0,756.0,130.0,2015.0,720.0,2023-05-22,7.0,False,790000,-2.158273381294964,2023Q2
7/58 SOMME STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,108.0,68.0,2023.0,540.0,2023-05-22,6.0,False,660000,9.090909090909092,2023Q2
47C AORANGI ROAD ,"BRYNDWR, CHRISTCHURCH",8053,3,2,2.0,601.0,174.0,2021.0,675.0,2023-05-22,7.0,False,950000,-1.7857142857142856,2023Q2
66 GILBERTHORPES ROAD ,"HEI HEI, CHRISTCHURCH",8042,3,1,2.0,423.0,140.0,1990.0,570.0,2023-05-22,7.0,False,640000,0.0,2023Q2
12 ORKNEY STREET ,"STROWAN, CHRISTCHURCH",8052,3,1,1.0,607.0,100.0,1940.0,650.0,2023-05-22,7.0,False,800000,13.043478260869565,2023Q2
67 SABYS ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,635.0,117.0,1970.0,650.0,2023-05-22,7.0,False,710000,11.11111111111111,2023Q2
12A URELLA PLACE,"SPREYDON, CHRISTCHURCH",8024,2,1,1.0,508.0,100.0,1975.0,500.0,2023-05-22,7.0,False,455000,8.0,2023Q2
2/57 WOODVILLE STREET,"EDGEWARE, CHRISTCHURCH",8013,2,2,1.0,136.0,93.0,2021.0,520.0,2023-05-22,7.0,False,680000,4.0,2023Q2
71A EASTERN TERRACE ,"BECKENHAM, CHRISTCHURCH",8023,3,1,1.0,508.0,110.0,1940.0,670.0,2023-05-22,18.0,False,740000,11.11111111111111,2023Q2
84 WOODBURY STREET ,"RUSSLEY, CHRISTCHURCH",8042,4,2,1.0,622.0,123.0,1960.0,550.0,2023-05-23,7.0,False,760000,-20.863309352517987,2023Q2
1/18 INWOODS ROAD ,"PARKLANDS, CHRISTCHURCH",8083,3,1,1.0,508.0,90.0,1970.0,480.0,2023-05-23,15.0,False,420000,11.11111111111111,2023Q2
18 KIMBERLEY STREET ,"CASEBROOK, CHRISTCHURCH",8051,4,2,2.0,607.0,200.0,1970.0,620.0,2023-05-23,7.0,False,780000,-10.79136690647482,2023Q2
66 KAHU ROAD ,"FENDALTON, CHRISTCHURCH",8041,3,2,2.0,766.0,250.0,1945.0,575.0,2023-05-23,7.0,False,1480000,-2.127659574468085,2023Q2
48A BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1.0,122.0,114.0,2015.0,580.0,2023-05-23,7.0,False,640000,-0.4329004329004329,2023Q2
98 ROKER STREET ,"SOMERFIELD, CHRISTCHURCH",8024,3,1,1.0,663.0,100.0,1920.0,600.0,2023-05-23,7.0,False,760000,-1.694915254237288,2023Q2
82 CLYDE ROAD ,"ILAM, CHRISTCHURCH",8041,3,1,2.0,508.0,173.0,1940.0,900.0,2023-05-23,7.0,False,2200000,1.694915254237288,2023Q2
91 SAINT ALBANS STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,335.0,99.0,1950.0,550.0,2023-05-23,7.0,False,640000,1.9607843137254901,2023Q2
2 COOKE STREET ,"SOMERFIELD, CHRISTCHURCH",8024,4,2,4.0,933.0,160.0,1935.0,500.0,2023-05-23,7.0,False,800000,-19.708029197080293,2023Q2
20 BORTHWICK STREET ,"BELFAST, CHRISTCHURCH",8051,4,2,2.0,347.0,152.0,2023.0,650.0,2023-05-23,7.0,False,770000,-6.7669172932330826,2023Q2
7/63 WYCHBURY STREET,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,131.0,91.0,2023.0,510.0,2023-05-23,7.0,False,680000,0.9708737864077669,2023Q2
10 REEVES ROAD ,"OPAWA, CHRISTCHURCH",8023,3,1,1.0,508.0,120.0,1975.0,465.0,2023-05-23,23.0,False,470000,1.694915254237288,2023Q2
41 SLATER STREET ,"RICHMOND, CHRISTCHURCH",8013,3,1,1.0,668.0,116.0,1910.0,630.0,2023-05-23,7.0,False,680000,2.4390243902439024,2023Q2
2/107 EDGEWARE ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,76.0,75.0,2022.0,510.0,2023-05-23,6.0,False,570000,-0.9708737864077669,2023Q2
157 HOON HAY ROAD ,"HOON HAY, CHRISTCHURCH",8025,4,2,2.0,809.0,158.0,1940.0,750.0,2023-05-23,7.0,False,810000,-2.2556390977443606,2023Q2
328 HALSWELL JUNCTION ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,492.0,184.0,2021.0,650.0,2023-05-23,7.0,False,870000,2.4390243902439024,2023Q2
396 BARRINGTON STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,1.0,665.0,103.0,1920.0,580.0,2023-05-23,7.0,False,650000,2.4390243902439024,2023Q2
301 WAIMAIRI ROAD ,"ILAM, CHRISTCHURCH",8041,4,1,2.0,663.0,150.0,1960.0,700.0,2023-05-23,7.0,False,790000,1.4492753623188406,2023Q2
98 WILLRYAN AVENUE,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,3.0,769.0,223.0,1950.0,500.0,2023-05-23,7.0,False,810000,-0.9708737864077669,2023Q2
1/37 ABERFOYLE PLACE,"PARKLANDS, CHRISTCHURCH",8083,2,1,1.0,508.0,87.0,2015.0,475.0,2023-05-23,7.0,False,510000,-1.9607843137254901,2023Q2
97A BASSETT STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1.0,508.0,90.0,1940.0,590.0,2023-05-23,7.0,False,440000,-0.8403361344537815,2023Q2
2/294 MAIREHAU ROAD,"BURWOOD, CHRISTCHURCH",8083,2,1,1.0,508.0,108.0,2000.0,470.0,2023-05-24,7.0,False,580000,-5.9405940594059405,2023Q2
1/105 MEMORIAL AVENUE,"BURNSIDE, CHRISTCHURCH",8053,2,2,2.0,625.0,170.0,1960.0,460.0,2023-05-24,26.0,False,650000,-6.9306930693069315,2023Q2
4/42 STANMORE ROAD,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,1,1.0,508.0,74.0,1990.0,450.0,2023-05-24,7.0,False,495000,-8.91089108910891,2023Q2
3/51 HILLS ROAD,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,139.0,73.0,2022.0,520.0,2023-05-24,7.0,False,530000,-8.91089108910891,2023Q2
2 CONWAY STREET ,"SOMERFIELD, CHRISTCHURCH",8024,3,2,3.0,825.0,220.0,1980.0,430.0,2023-05-24,8.0,False,650000,-0.8547008547008548,2023Q2
5 RAEKURA PLACE,"REDCLIFFS, CHRISTCHURCH",8081,2,2,1.0,341.0,110.0,1970.0,560.0,2023-05-24,7.0,False,730000,2.9702970297029703,2023Q2
1051 COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,1.0,349.0,123.0,1910.0,575.0,2023-05-24,7.0,False,600000,-0.8620689655172413,2023Q2
27 MASSEY CRESCENT ,"ST ALBANS, CHRISTCHURCH",8014,3,1,1.0,632.0,90.0,1925.0,600.0,2023-05-24,7.0,False,880000,-1.7094017094017095,2023Q2
24 GLAMIS PLACE ,"CASHMERE, CHRISTCHURCH",8022,4,2,2.0,583.0,184.0,2005.0,800.0,2023-05-24,7.0,False,890000,8.695652173913043,2023Q2
1/3 STUDFOLD ROW ,"WESTMORLAND, CHRISTCHURCH",8025,3,2,2.0,508.0,110.0,1980.0,575.0,2023-05-24,7.0,False,920000,-1.7094017094017095,2023Q2
40A ANDOVER STREET ,"MERIVALE, CHRISTCHURCH",8014,3,2,1.0,508.0,102.0,2018.0,595.0,2023-05-24,16.0,False,1090000,0.42194092827004215,2023Q2
1/18 CROSS STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,1,1.0,129.0,72.0,2023.0,485.0,2023-05-24,7.0,False,570000,2.9702970297029703,2023Q2
4/54 CHAMPION STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,118.0,2005.0,490.0,2023-05-25,7.0,False,490000,-1.0101010101010102,2023Q2
3/56 LONDON STREET ,"RICHMOND, CHRISTCHURCH",8013,3,1,1.0,508.0,120.0,1995.0,490.0,2023-05-25,7.0,False,530000,-1.7094017094017095,2023Q2
43 HEATHCOTE STREET ,"WOOLSTON, CHRISTCHURCH",8023,3,1,1.0,256.0,95.0,1950.0,485.0,2023-05-25,7.0,False,280000,-15.151515151515152,2023Q2
161 KENDAL AVENUE ,"BURNSIDE, CHRISTCHURCH",8053,3,1,2.0,688.0,130.0,1960.0,500.0,2023-05-25,66.0,False,690000,-15.151515151515152,2023Q2
7 ARAPAWA STREET ,"BELFAST, CHRISTCHURCH",8051,3,2,2.0,353.0,148.0,2023.0,615.0,2023-05-25,7.0,False,760000,-13.41991341991342,2023Q2
20 TRAVIS ROAD ,"BURWOOD, CHRISTCHURCH",8083,3,1,3.0,809.0,135.0,1950.0,560.0,2023-05-25,7.0,False,690000,-2.608695652173913,2023Q2
1/46 WAIRARAPA TERRACE,"MERIVALE, CHRISTCHURCH",8014,2,2,2.0,918.0,220.0,1960.0,630.0,2023-05-25,7.0,False,650000,-1.0101010101010102,2023Q2
2/31 GUINNESS CRESCENT ,"ILAM, CHRISTCHURCH",8041,3,1,1.0,508.0,110.0,1975.0,470.0,2023-05-25,7.0,False,540000,-1.3215859030837005,2023Q2
1/27 SOUTHAMPTON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,1.0,508.0,85.0,1940.0,580.0,2023-05-25,73.0,False,570000,-1.3215859030837005,2023Q2
54 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,2.0,508.0,120.0,1990.0,520.0,2023-05-25,7.0,False,620000,-8.370044052863436,2023Q2
19 NGARIMU STREET ,"AVONSIDE, CHRISTCHURCH",8061,3,2,2.0,673.0,113.0,1920.0,500.0,2023-05-25,7.0,False,560000,-3.7037037037037033,2023Q2
1/183 WAIRAKEI ROAD,"BRYNDWR, CHRISTCHURCH",8053,2,1,2.0,508.0,220.0,1980.0,470.0,2023-05-25,8.0,False,650000,0.5128205128205128,2023Q2
91 SPALLING ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,413.0,180.0,2023.0,700.0,2023-05-25,27.0,False,920000,-3.7037037037037033,2023Q2
4/182 COLOMBO STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,2.0,508.0,130.0,1990.0,490.0,2023-05-25,7.0,False,590000,-1.9607843137254901,2023Q2
23 SOMERFIELD STREET ,"SOMERFIELD, CHRISTCHURCH",8024,3,1,2.0,539.0,160.0,1990.0,630.0,2023-05-25,7.0,False,810000,23.52941176470588,2023Q2
1/9 RAUPO STREET,"BROMLEY, CHRISTCHURCH",8062,2,1,1.0,246.0,96.0,2022.0,500.0,2023-05-25,7.0,False,585000,2.564102564102564,2023Q2
2/35 PERCY STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,2,1.0,93.0,78.0,2021.0,530.0,2023-05-25,7.0,False,620000,2.564102564102564,2023Q2
10 OAKVIEW LANE ,"CASHMERE, CHRISTCHURCH",8022,3,1,2.0,410.0,140.0,1990.0,635.0,2023-05-25,16.0,False,840000,16.666666666666664,2023Q2
1/41 ROBERTA DRIVE,"SOMERFIELD, CHRISTCHURCH",8024,2,1,1.0,508.0,77.0,1960.0,470.0,2023-05-25,7.0,False,410000,2.564102564102564,2023Q2
24 LEISTRELLA ROAD ,"HOON HAY, CHRISTCHURCH",8025,3,1,1.0,842.0,96.0,1950.0,520.0,2023-05-25,7.0,False,680000,16.666666666666664,2023Q2
7 ROSTHWAITE PLACE ,"WESTMORLAND, CHRISTCHURCH",8025,3,1,2.0,508.0,200.0,1990.0,760.0,2023-05-25,7.0,False,970000,11.403508771929824,2023Q2
6 DUNKELD LANE ,"REDCLIFFS, CHRISTCHURCH",8081,4,2,2.0,633.0,209.0,1990.0,575.0,2023-05-25,121.0,False,1160000,5.263157894736842,2023Q2
2 FARM LANE,"PARKLANDS, CHRISTCHURCH",8083,2,1,1.0,551.0,80.0,1995.0,460.0,2023-05-25,7.0,False,300000,-3.5897435897435894,2023Q2
20 RAEKURA PLACE,"REDCLIFFS, CHRISTCHURCH",8081,2,1,1.0,309.0,116.0,1970.0,550.0,2023-05-25,23.0,False,740000,-5.05050505050505,2023Q2
4/23 HOLLY ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,70.0,1970.0,480.0,2023-05-26,7.0,False,510000,-3.0303030303030303,2023Q2
1/9 BRAEMAR PLACE ,"AVONSIDE, CHRISTCHURCH",8061,3,2,1.0,508.0,151.0,2015.0,495.0,2023-05-26,4.0,False,640000,-3.7037037037037033,2023Q2
444A BARRINGTON STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,1.0,508.0,81.0,1990.0,550.0,2023-05-26,7.0,False,460000,2.803738317757009,2023Q2
5/73 CLARE ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,50.0,1975.0,420.0,2023-05-26,7.0,False,350000,-1.5384615384615385,2023Q2
11 TIPPET CRESCENT,"WIGRAM, CHRISTCHURCH",8025,2,1,2.0,252.0,92.0,2017.0,530.0,2023-05-26,7.0,False,590000,-1.5384615384615385,2023Q2
6/472 GLOUCESTER STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,508.0,80.0,1990.0,490.0,2023-05-26,7.0,False,430000,0.0,2023Q2
4/582 GLOUCESTER STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,508.0,65.0,1960.0,450.0,2023-05-26,7.0,False,375000,1.0309278350515463,2023Q2
120 ROKER STREET ,"SOMERFIELD, CHRISTCHURCH",8024,3,1,2.0,688.0,130.0,1970.0,520.0,2023-05-26,28.0,False,690000,-2.803738317757009,2023Q2
57 EAGLESOME AVENUE ,"AIDANFIELD, CHRISTCHURCH",8025,5,2,4.0,795.0,311.0,2000.0,950.0,2023-05-26,7.0,False,1070000,27.09030100334448,2023Q2
6 AURORA STREET,"HEI HEI, CHRISTCHURCH",8042,2,1,3.0,728.0,81.0,1950.0,420.0,2023-05-26,7.0,False,550000,-5.263157894736842,2023Q2
10 HARGOOD STREET ,"WOOLSTON, CHRISTCHURCH",8062,3,1,2.0,761.0,122.0,1930.0,470.0,2023-05-26,7.0,False,425000,0.0,2023Q2
530 CASHEL STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,486.0,90.0,1940.0,520.0,2023-05-26,7.0,False,475000,-7.216494845360824,2023Q2
2/38 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1.0,508.0,105.0,2005.0,600.0,2023-05-27,7.0,False,550000,-2.803738317757009,2023Q2
133 HAREWOOD ROAD ,"PAPANUI, CHRISTCHURCH",8053,3,2,1.0,809.0,100.0,1950.0,580.0,2023-05-27,7.0,False,550000,2.6548672566371683,2023Q2
3/15 WYNDHAM STREET,"PAPANUI, CHRISTCHURCH",8053,2,1,1.0,508.0,110.0,1980.0,515.0,2023-05-27,7.0,False,570000,6.185567010309279,2023Q2
3/138 WESTMINSTER STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,136.0,96.0,2021.0,495.0,2023-05-27,7.0,False,700000,6.185567010309279,2023Q2
9 DEVONPORT LANE ,"ST ALBANS, CHRISTCHURCH",8014,3,1,2.0,508.0,141.0,1950.0,675.0,2023-05-28,7.0,False,1340000,6.1946902654867255,2023Q2
184 WITHELLS ROAD ,"AVONHEAD, CHRISTCHURCH",8042,4,2,2.0,615.0,140.0,1960.0,700.0,2023-05-28,7.0,False,710000,5.263157894736842,2023Q2
22 LAMBETH CRESCENT ,"NORTHCOTE, CHRISTCHURCH",8052,3,1,2.0,878.0,105.0,1950.0,540.0,2023-05-28,7.0,False,540000,2.6548672566371683,2023Q2
4/225 EDGEWARE ROAD,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,60.0,1970.0,380.0,2023-05-29,7.0,False,360000,2.0618556701030926,2023Q2
1/16 NORWICH STREET,"LINWOOD, CHRISTCHURCH",8062,2,1,1.0,508.0,95.0,2014.0,440.0,2023-05-29,7.0,False,455000,-9.278350515463918,2023Q2
18 GLENSIDE AVENUE ,"ILAM, CHRISTCHURCH",8041,4,2,2.0,754.0,140.0,1970.0,700.0,2023-05-29,28.0,False,820000,3.7037037037037033,2023Q2
3/628 CASHEL STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,508.0,60.0,1975.0,420.0,2023-05-29,7.0,False,335000,-9.67741935483871,2023Q2
15B ANGUS STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,1.0,154.0,111.0,2006.0,470.0,2023-05-29,7.0,False,620000,-0.9174311926605505,2023Q2
4/16 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1.0,508.0,60.0,1970.0,440.0,2023-05-29,7.0,False,380000,-1.1235955056179776,2023Q2
4/7 BOON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,123.0,69.0,2023.0,525.0,2023-05-29,7.0,False,550000,-6.382978723404255,2023Q2
8/11 WINCHESTER STREET,"MERIVALE, CHRISTCHURCH",8014,2,1,1.0,508.0,80.0,1975.0,410.0,2023-05-29,7.0,False,500000,-1.1235955056179776,2023Q2
14 QUINNS ROAD ,"SHIRLEY, CHRISTCHURCH",8013,3,1,2.0,587.0,121.0,1920.0,520.0,2023-05-29,7.0,False,345000,-1.8867924528301887,2023Q2
106/142 LEINSTER ROAD,"MERIVALE, CHRISTCHURCH",8014,2,2,1.0,508.0,71.0,2021.0,500.0,2023-05-29,7.0,False,680000,12.359550561797752,2023Q2
4/4 TARAMEA PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1.0,101.0,60.0,2022.0,450.0,2023-05-29,7.0,False,550000,1.1235955056179776,2023Q2
2/7 SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1.0,55.0,90.0,2022.0,520.0,2023-05-29,7.0,False,710000,5.82010582010582,2023Q2
54 VARDON CRESCENT ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2.0,612.0,114.0,1960.0,480.0,2023-05-29,7.0,False,570000,-9.433962264150944,2023Q2
16/30 MATHESONS ROAD,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,1,2.0,508.0,56.0,2000.0,400.0,2023-05-29,7.0,False,370000,1.1235955056179776,2023Q2
1/139 STANMORE ROAD ,"LINWOOD, CHRISTCHURCH",8011,3,1,1.0,185.0,108.0,2017.0,550.0,2023-05-29,7.0,False,580000,-1.8867924528301887,2023Q2
17 QUARTERS PLACE ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,504.0,177.0,2023.0,700.0,2023-05-29,7.0,False,950000,0.9174311926605505,2023Q2
56 THAMES STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,2,1.0,435.0,100.0,1940.0,600.0,2023-05-29,7.0,False,830000,10.091743119266056,2023Q2
40 MORELAND AVENUE ,"PAPANUI, CHRISTCHURCH",8053,3,1,1.0,809.0,144.0,1960.0,540.0,2023-05-29,6.0,False,660000,10.091743119266056,2023Q2
18 WOOLSTON COURT,"WOOLSTON, CHRISTCHURCH",8023,2,1,1.0,508.0,70.0,1975.0,500.0,2023-05-29,36.0,False,380000,12.359550561797752,2023Q2
59 ORLANDO CRESCENT ,"WAIMAIRI BEACH, CHRISTCHURCH",8083,4,2,2.0,736.0,170.0,1990.0,620.0,2023-05-29,19.0,False,740000,3.7037037037037033,2023Q2
2/52 AIKMANS ROAD ,"MERIVALE, CHRISTCHURCH",8014,3,1,1.0,508.0,160.0,1980.0,680.0,2023-05-29,7.0,False,1130000,6.1946902654867255,2023Q2
28 CHEDWORTH AVENUE ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,2.0,683.0,127.0,1960.0,585.0,2023-05-30,7.0,False,680000,3.5398230088495577,2023Q2
226 YALDHURST ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,2.0,508.0,140.0,1980.0,570.0,2023-05-30,7.0,False,640000,12.359550561797752,2023Q2
64 BRADWELL CRESCENT ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,523.0,171.0,2016.0,650.0,2023-05-30,7.0,False,820000,14.537444933920703,2023Q2
4/456 BARBADOES STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,55.0,1967.0,365.0,2023-05-30,7.0,False,390000,12.359550561797752,2023Q2
15 DUNDEE PLACE ,"SPREYDON, CHRISTCHURCH",8024,4,1,1.0,725.0,240.0,1960.0,650.0,2023-05-30,7.0,False,760000,0.0,2023Q2
30 BOON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,1.0,627.0,110.0,1910.0,480.0,2023-05-30,7.0,False,660000,7.339449541284404,2023Q2
66 GLANDOVEY ROAD ,"FENDALTON, CHRISTCHURCH",8052,4,3,4.0,508.0,250.0,1930.0,575.0,2023-05-30,7.0,False,2140000,-4.615384615384616,2023Q2
20 KINROSS STREET ,"HEI HEI, CHRISTCHURCH",8042,3,1,2.0,661.0,100.0,1980.0,550.0,2023-05-30,7.0,False,540000,0.0,2023Q2
60 MOORAY AVENUE ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,2.0,670.0,110.0,1960.0,535.0,2023-05-30,7.0,False,680000,-2.727272727272727,2023Q2
11 LOCHEE ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,2.0,617.0,104.0,1960.0,480.0,2023-05-30,7.0,False,690000,3.225806451612903,2023Q2
5A WARRINGTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,2,2.0,508.0,230.0,1990.0,680.0,2023-05-30,7.0,False,850000,-3.0837004405286343,2023Q2
62 NURSERY ROAD,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,2,1.0,130.0,105.0,2022.0,495.0,2023-05-30,27.0,False,625000,-1.5384615384615385,2023Q2
43B HUME STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,2.0,286.0,148.0,2010.0,595.0,2023-05-30,14.0,False,650000,0.847457627118644,2023Q2
1/59 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2.0,508.0,140.0,1990.0,500.0,2023-05-30,7.0,False,570000,0.847457627118644,2023Q2
4 PROCTOR STREET ,"PAPANUI, CHRISTCHURCH",8053,3,1,1.0,632.0,105.0,1940.0,590.0,2023-05-30,7.0,False,700000,0.425531914893617,2023Q2
42 RIVERVIEW STREET ,"BECKENHAM, CHRISTCHURCH",8023,3,1,1.0,508.0,140.0,1940.0,410.0,2023-05-30,7.0,False,920000,-11.894273127753303,2023Q2
2 KENILWORTH STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,1,1.0,176.0,122.0,2000.0,500.0,2023-05-30,7.0,False,510000,-11.894273127753303,2023Q2
