Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value,Z_Last Rental Price,Z_Bath,Z_Car,Z_Land Size (sqm),Z_Floor Size (sqm),Z_Year Built,Z_Days on Market,Z_Capital Value
43A PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,221.0,110.0,2005.0,420.0,2024-10-15,7,False,550000.0,350000.0,-3.1027,674500000.0,0.0,0.03613392857142857,-0.9635714285714286,0.168625,0.0,-1.498888888888889
2/223 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,1.0,2,3.0,622.0,170.0,1950.0,420.0,2024-06-07,7,False,660000.0,590000.0,0.0,674500000.0,1349000000.0,272497999999.99997,15.513499999999999,-1.1241666666666668,0.0,2.754208333333333
3/29 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1975.0,420.0,2023-07-20,7,False,470000.0,280000.0,-2.0235000000000003,0.0,0.0,0.0,-0.44966666666666666,-1.6862499999999998,0.0,-1.2526428571428572
1/68 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,4.0,218.0,60.0,1975.0,420.0,2024-08-14,7,False,450000.0,280000.0,-2.0235000000000003,0.0,2023499999.9999998,0.0,-1.01175,-1.6862499999999998,0.0,-1.4453571428571428
102/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,48.0,2021.0,410.0,2024-01-24,7,False,540000.0,190000.0,-0.22483333333333333,0.0,0.0,0.0,-0.9442999999999999,2.0684666666666667,0.0,1.4052083333333334
4/240 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,80.0,1960.0,410.0,2024-10-23,9,False,400000.0,215000.0,-0.22483333333333333,0.0,0.0,0.0,3.3725,-0.6745,1349000000.0,-0.168625
3/46 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,92.0,2016.0,410.0,2023-12-19,22,False,700000.0,280000.0,-2.2162142857142855,0.0,0.0,0.0,0.7869166666666666,0.28907142857142853,10117500000.0,0.9635714285714285
1/88 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,50.0,1985.0,400.0,2024-10-01,7,False,450000.0,215000.0,-0.44966666666666666,0.0,0.0,0.0,-0.6745,0.44966666666666666,0.0,0.39345833333333335
1/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,400.0,2024-07-12,8,False,600000.0,190000.0,-2.4089285714285715,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,674500000.0,0.0
498 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,2.0,880.0,164.0,1915.0,400.0,2023-09-28,7,False,970000.0,830000.0,-2.0235,-674500000.0,0.0,1.282606263982103,0.0,-0.9944551282051282,0.0,0.31476666666666664
5/44 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1970.0,395.0,2024-05-18,6,False,490000.0,215000.0,-2.5052857142857143,0.0,0.0,0.0,0.11241666666666666,-1.9271428571428573,-674500000.0,-1.0599285714285713
1/71 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,4,4.0,640.0,220.0,1970.0,395.0,2024-07-12,7,False,1580000.0,950000.0,-2.05048,1349000000.0,1349000000.0,0.5583109619686801,1.51088,-0.043237179487179485,0.0,3.057733333333333
2/38 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,100.0,1970.0,395.0,2024-04-23,7,False,425000.0,350000.0,-2.5052857142857143,0.0,0.0,0.0,1.2365833333333334,-1.9271428571428573,0.0,-1.68625
76 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,4,4.0,796.0,250.0,1970.0,395.0,2024-04-22,8,False,1540000.0,760000.0,-2.05048,1349000000.0,1349000000.0,1.029102908277405,2.32028,-0.043237179487179485,674500000.0,2.877866666666667
6/534 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,1.0,1,1.0,249.0,55.0,1966.0,390.0,2024-10-14,7,False,375000.0,210000.0,-0.6745,0.0,0.0,20909500000.0,0.0,-0.4047,0.0,-0.44966666666666666
4/610 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,1.0,1,1.0,218.0,55.0,1970.0,390.0,2023-10-04,7,False,315000.0,160000.0,-0.6745,0.0,0.0,0.0,0.0,-0.22483333333333333,0.0,-1.1241666666666668
1/231 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,5.0,3,3.0,218.0,210.0,1910.0,380.0,2023-08-23,55,False,1080000.0,1000000.0,-0.6630677966101695,1.349,0.0,-2.137822033898305,-0.4328041666666667,-3.5973333333333333,32375999999.999996,0.4862674418604651
1/136 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,150.0,1975.0,380.0,2024-12-03,7,False,870000.0,400000.0,-3.6423,0.0,0.0,0.0,0.9635714285714286,-0.843125,0.0,0.8993333333333333
6/459 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,40.0,1975.0,380.0,2024-02-20,7,False,320000.0,230000.0,-0.8993333333333333,0.0,0.0,0.0,-2.0235,0.0,0.0,-1.0679583333333333
422 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,5.0,2,3.0,913.0,260.0,2000.0,375.0,2023-09-18,7,False,1320000.0,1050000.0,-0.6859322033898305,0.0,0.0,0.510638418079096,0.12927916666666667,0.44966666666666666,0.0,1.2391976744186046
3/534 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,1.0,1,1.0,150.0,55.0,1960.0,370.0,2023-11-08,7,False,375000.0,210000.0,-1.1241666666666668,0.0,0.0,-45866000000.0,0.0,-0.6745,0.0,-0.44966666666666666
3/459 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,50.0,1970.0,350.0,2024-05-17,7,False,350000.0,230000.0,-1.5738333333333332,0.0,0.0,0.0,-0.6745,-0.22483333333333333,0.0,-0.7307083333333333
3/11 RADNOR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,50.0,1970.0,340.0,2024-03-04,7,False,455000.0,220000.0,-3.5652142857142857,0.0,0.0,0.0,-1.5738333333333332,-1.9271428571428573,0.0,-1.3971785714285714
6/168 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,1.0,1,1.0,218.0,60.0,1965.0,335.0,2024-02-21,7,False,315000.0,195000.0,-1.9110833333333332,0.0,0.0,0.0,0.6745,-0.44966666666666666,0.0,-1.1241666666666668
199A CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,5.0,2,1.0,840.0,140.0,1970.0,315.0,2024-07-16,7,False,800000.0,380000.0,-0.9603050847457628,0.0,-1.349,0.23245480225988702,-1.2197208333333334,-0.8993333333333333,0.0,-0.39215116279069767
3/21 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,124.0,72.0,2022.0,550.0,2024-04-30,7,False,640000.0,220000.0,0.4817857142857143,0.0,0.0,-63402999999.99999,-0.33725,0.5781428571428571,0.0,0.38542857142857145
4/30 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1965.0,550.0,2024-01-24,7,False,365000.0,285000.0,0.4817857142857143,0.0,0.0,0.0,-0.44966666666666666,-2.1680357142857143,0.0,-2.264392857142857
3/6 KINLOCH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,65.0,1960.0,550.0,2024-03-11,7,False,405000.0,250000.0,0.4817857142857143,0.0,0.0,0.0,-0.7307083333333333,-2.4089285714285715,0.0,-1.8789642857142856
606 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,344.0,152.0,2000.0,550.0,2023-08-18,7,False,730000.0,420000.0,-1.349,674500000.0,674500000.0,1.517625,1.0599285714285716,0.0,0.0,-0.14988888888888888
